timestamp,PID,CPU,RAM
2021-08-08 03:45:08.274123,1368408,0.0,0.0
2021-08-08 03:45:08.274123,1368471,0.0,5.8
2021-08-08 03:45:08.429962,1368408,0.0,0.0
2021-08-08 03:45:08.429962,1368471,0.0,5.8
2021-08-08 03:45:08.585960,1368408,0.0,0.0
2021-08-08 03:45:08.585960,1368471,0.0,5.8
2021-08-08 03:45:08.741467,1368408,0.0,0.0
2021-08-08 03:45:08.741467,1368471,0.0,5.8
2021-08-08 03:45:08.897415,1368408,0.0,0.0
2021-08-08 03:45:08.897415,1368471,0.0,5.8
2021-08-08 03:45:09.052877,1368408,0.0,0.0
2021-08-08 03:45:09.052877,1368471,0.0,5.8
2021-08-08 03:45:09.208384,1368408,0.0,0.0
2021-08-08 03:45:09.208384,1368471,0.0,5.8
2021-08-08 03:45:09.364169,1368408,0.0,0.0
2021-08-08 03:45:09.364169,1368471,0.0,5.8
2021-08-08 03:45:09.519829,1368408,0.0,0.0
2021-08-08 03:45:09.519829,1368471,0.0,5.8
2021-08-08 03:45:09.675666,1368408,0.0,0.0
2021-08-08 03:45:09.675666,1368471,0.0,5.8
2021-08-08 03:45:09.831462,1368408,0.0,0.0
2021-08-08 03:45:09.831462,1368471,0.0,5.8
2021-08-08 03:45:09.987209,1368408,0.0,0.0
2021-08-08 03:45:09.987209,1368471,0.0,5.8
2021-08-08 03:45:10.143261,1368408,0.0,0.0
2021-08-08 03:45:10.143261,1368471,0.0,5.8
2021-08-08 03:45:10.298844,1368408,0.0,0.0
2021-08-08 03:45:10.298844,1368471,0.0,5.8
2021-08-08 03:45:10.454592,1368408,0.0,0.0
2021-08-08 03:45:10.454592,1368471,0.0,5.8
2021-08-08 03:45:10.610082,1368408,0.0,0.0
2021-08-08 03:45:10.610082,1368471,0.0,5.8
2021-08-08 03:45:10.765514,1368408,0.0,0.0
2021-08-08 03:45:10.765514,1368471,0.0,5.8
2021-08-08 03:45:10.920984,1368408,0.0,0.0
2021-08-08 03:45:10.920984,1368471,0.0,5.8
2021-08-08 03:45:11.076533,1368408,0.0,0.0
2021-08-08 03:45:11.076533,1368471,0.0,5.8
2021-08-08 03:45:11.232262,1368408,0.0,0.0
2021-08-08 03:45:11.232262,1368471,0.0,5.8
2021-08-08 03:45:11.387813,1368408,0.0,0.0
2021-08-08 03:45:11.387813,1368471,0.0,5.8
2021-08-08 03:45:11.543759,1368471,13.3,5.8
2021-08-08 03:45:11.543759,1368408,0.0,0.0
2021-08-08 03:45:11.700148,1368408,0.0,0.0
2021-08-08 03:45:11.700148,1368471,0.0,5.8
2021-08-08 03:45:11.858938,1368408,0.0,0.0
2021-08-08 03:45:11.858938,1368471,0.0,5.8
2021-08-08 03:45:12.014490,1368408,0.0,0.0
2021-08-08 03:45:12.014490,1368471,0.0,5.8
2021-08-08 03:45:12.169771,1368408,0.0,0.0
2021-08-08 03:45:12.169771,1368471,0.0,5.8
2021-08-08 03:45:12.325345,1368408,0.0,0.0
2021-08-08 03:45:12.325345,1368471,0.0,5.8
2021-08-08 03:45:12.481109,1368408,0.0,0.0
2021-08-08 03:45:12.481109,1368471,0.0,5.8
2021-08-08 03:45:12.637418,1368408,0.0,0.0
2021-08-08 03:45:12.637418,1368471,0.0,5.8
2021-08-08 03:45:12.793152,1368408,0.0,0.0
2021-08-08 03:45:12.793152,1368471,0.0,5.8
2021-08-08 03:45:12.948591,1368408,0.0,0.0
2021-08-08 03:45:12.948591,1368471,0.0,5.8
2021-08-08 03:45:13.104505,1368408,0.0,0.0
2021-08-08 03:45:13.104505,1368471,0.0,5.8
2021-08-08 03:45:13.260759,1368408,0.0,0.0
2021-08-08 03:45:13.260759,1368471,0.0,5.8
2021-08-08 03:45:13.417320,1368408,0.0,0.0
2021-08-08 03:45:13.417320,1368471,0.0,5.8
2021-08-08 03:45:13.573025,1368408,0.0,0.0
2021-08-08 03:45:13.573025,1368471,0.0,5.8
2021-08-08 03:45:13.729585,1368408,0.0,0.0
2021-08-08 03:45:13.729585,1368471,0.0,5.8
2021-08-08 03:45:13.886276,1368408,0.0,0.0
2021-08-08 03:45:13.886276,1368471,0.0,5.8
2021-08-08 03:45:14.041943,1368408,0.0,0.0
2021-08-08 03:45:14.041943,1368471,0.0,5.8
2021-08-08 03:45:14.197351,1368408,0.0,0.0
2021-08-08 03:45:14.197351,1368471,0.0,5.8
2021-08-08 03:45:14.353955,1368408,0.0,0.0
2021-08-08 03:45:14.353955,1368471,0.0,5.8
2021-08-08 03:45:14.510599,1368408,0.0,0.0
2021-08-08 03:45:14.510599,1368471,0.0,5.8
2021-08-08 03:45:14.667464,1368408,0.0,0.0
2021-08-08 03:45:14.667464,1368471,0.0,5.8
2021-08-08 03:45:14.823515,1368408,0.0,0.0
2021-08-08 03:45:14.823515,1368471,0.0,5.8
2021-08-08 03:45:14.979303,1368408,0.0,0.0
2021-08-08 03:45:14.979303,1368471,0.0,5.8
2021-08-08 03:45:15.135129,1368408,0.0,0.0
2021-08-08 03:45:15.135129,1368471,0.0,5.8
2021-08-08 03:45:15.290683,1368408,0.0,0.0
2021-08-08 03:45:15.290683,1368471,0.0,5.8
2021-08-08 03:45:15.446205,1368408,0.0,0.0
2021-08-08 03:45:15.446205,1368471,0.0,5.8
2021-08-08 03:45:15.601709,1368408,0.0,0.0
2021-08-08 03:45:15.601709,1368471,0.0,5.8
2021-08-08 03:45:15.757580,1368408,0.0,0.0
2021-08-08 03:45:15.757580,1368471,0.0,5.8
2021-08-08 03:45:15.913390,1368408,0.0,0.0
2021-08-08 03:45:15.913390,1368471,0.0,5.8
2021-08-08 03:45:16.068136,1368408,0.0,0.0
2021-08-08 03:45:16.068136,1368471,0.0,5.8
2021-08-08 03:45:16.223538,1368408,0.0,0.0
2021-08-08 03:45:16.223538,1368471,0.0,5.8
2021-08-08 03:45:16.379018,1368408,0.0,0.0
2021-08-08 03:45:16.379018,1368471,0.0,5.8
2021-08-08 03:45:16.534453,1368408,0.0,0.0
2021-08-08 03:45:16.534453,1368471,0.0,5.8
2021-08-08 03:45:16.690011,1368408,0.0,0.0
2021-08-08 03:45:16.690011,1368471,0.0,5.8
2021-08-08 03:45:16.845877,1368408,0.0,0.0
2021-08-08 03:45:16.845877,1368471,0.0,5.8
2021-08-08 03:45:17.001852,1368408,0.0,0.0
2021-08-08 03:45:17.001852,1368471,0.0,5.8
2021-08-08 03:45:17.157408,1368408,0.0,0.0
2021-08-08 03:45:17.157408,1368471,0.0,5.8
2021-08-08 03:45:17.312830,1368408,0.0,0.0
2021-08-08 03:45:17.312830,1368471,0.0,5.8
2021-08-08 03:45:17.468530,1368408,0.0,0.0
2021-08-08 03:45:17.468530,1368471,0.0,5.8
2021-08-08 03:45:17.624054,1368408,0.0,0.0
2021-08-08 03:45:17.624054,1368471,0.0,5.8
2021-08-08 03:45:17.779502,1368408,0.0,0.0
2021-08-08 03:45:17.779502,1368471,0.0,5.8
2021-08-08 03:45:17.934982,1368408,0.0,0.0
2021-08-08 03:45:17.934982,1368471,0.0,5.8
2021-08-08 03:45:18.090542,1368471,6.7,5.8
2021-08-08 03:45:18.090542,1368408,0.0,0.0
2021-08-08 03:45:18.246479,1368408,0.0,0.0
2021-08-08 03:45:18.246479,1368471,0.0,5.8
2021-08-08 03:45:18.403684,1368408,0.0,0.0
2021-08-08 03:45:18.403684,1368471,0.0,5.8
2021-08-08 03:45:18.561203,1368408,0.0,0.0
2021-08-08 03:45:18.561203,1368471,0.0,5.8
2021-08-08 03:45:18.718042,1368408,0.0,0.0
2021-08-08 03:45:18.718042,1368471,0.0,5.8
2021-08-08 03:45:18.877337,1368408,0.0,0.0
2021-08-08 03:45:18.877337,1368471,0.0,5.8
2021-08-08 03:45:19.037153,1368408,0.0,0.0
2021-08-08 03:45:19.037153,1368471,0.0,5.8
2021-08-08 03:45:19.194060,1368408,0.0,0.0
2021-08-08 03:45:19.194060,1368471,0.0,5.8
2021-08-08 03:45:19.350191,1368408,0.0,0.0
2021-08-08 03:45:19.350191,1368471,0.0,5.8
2021-08-08 03:45:19.506361,1368471,6.7,5.8
2021-08-08 03:45:19.506361,1368408,0.0,0.0
2021-08-08 03:45:19.663250,1368408,0.0,0.0
2021-08-08 03:45:19.663250,1368471,0.0,5.8
2021-08-08 03:45:19.820039,1368408,0.0,0.0
2021-08-08 03:45:19.820039,1368471,0.0,5.8
2021-08-08 03:45:19.976502,1368408,0.0,0.0
2021-08-08 03:45:19.976502,1368471,0.0,5.8
2021-08-08 03:45:20.132493,1368408,0.0,0.0
2021-08-08 03:45:20.132493,1368471,0.0,5.8
2021-08-08 03:45:20.291042,1368408,0.0,0.0
2021-08-08 03:45:20.291042,1368471,0.0,5.8
